Text,Token,Start Index,End Index,Entity Label,Knowledge Base ID
"Bonnier Ventures, Cherry Ventures, Inventure, VNV Global",VNV Global,46,56,ORG,
"3one4 Capital, Abhay Hanjura, Aman Gupta, Kunal Shah, Rishi Vasudev, Sameer Mehta, Varun Alagh, Vivek Gupta",Abhay Hanjura,15,28,GPE,
"3one4 Capital, Abhay Hanjura, Aman Gupta, Kunal Shah, Rishi Vasudev, Sameer Mehta, Varun Alagh, Vivek Gupta",Aman Gupta,30,40,PERSON,
"3one4 Capital, Abhay Hanjura, Aman Gupta, Kunal Shah, Rishi Vasudev, Sameer Mehta, Varun Alagh, Vivek Gupta",Kunal Shah,42,52,LOC,
"3one4 Capital, Abhay Hanjura, Aman Gupta, Kunal Shah, Rishi Vasudev, Sameer Mehta, Varun Alagh, Vivek Gupta",Rishi Vasudev,54,67,PERSON,
"3one4 Capital, Abhay Hanjura, Aman Gupta, Kunal Shah, Rishi Vasudev, Sameer Mehta, Varun Alagh, Vivek Gupta",Sameer Mehta,69,81,PERSON,
"3one4 Capital, Abhay Hanjura, Aman Gupta, Kunal Shah, Rishi Vasudev, Sameer Mehta, Varun Alagh, Vivek Gupta",Varun Alagh,83,94,ORG,
"3one4 Capital, Abhay Hanjura, Aman Gupta, Kunal Shah, Rishi Vasudev, Sameer Mehta, Varun Alagh, Vivek Gupta",Vivek Gupta,96,107,PERSON,
"25madison, Bonfire Ventures, Differential Ventures, Ground Up Ventures",25madison,0,9,CARDINAL,
"25madison, Bonfire Ventures, Differential Ventures, Ground Up Ventures",Bonfire Ventures,11,27,GPE,
"25madison, Bonfire Ventures, Differential Ventures, Ground Up Ventures",Differential Ventures,29,50,ORG,
"25madison, Bonfire Ventures, Differential Ventures, Ground Up Ventures",Ground Up Ventures,52,70,ORG,
"Abhishek Goyal, Archit Rathi, Artha India Ventures, Ashish Sharma, Foundamental, Kunal Sinha, Madhumala Ventures, Manish Kumar, Manvi Chandak, Pankaj Raina, Prashan Agarwal, Rahul Garg, Ravi Garikipati, Redbay Ventures, Sandeep Saboo, Tonmoy Shingal, Varun Alagh",Abhishek Goyal,0,14,PERSON,
"Abhishek Goyal, Archit Rathi, Artha India Ventures, Ashish Sharma, Foundamental, Kunal Sinha, Madhumala Ventures, Manish Kumar, Manvi Chandak, Pankaj Raina, Prashan Agarwal, Rahul Garg, Ravi Garikipati, Redbay Ventures, Sandeep Saboo, Tonmoy Shingal, Varun Alagh",Archit Rathi,16,28,PERSON,
"Abhishek Goyal, Archit Rathi, Artha India Ventures, Ashish Sharma, Foundamental, Kunal Sinha, Madhumala Ventures, Manish Kumar, Manvi Chandak, Pankaj Raina, Prashan Agarwal, Rahul Garg, Ravi Garikipati, Redbay Ventures, Sandeep Saboo, Tonmoy Shingal, Varun Alagh",Artha India Ventures,30,50,ORG,
"Abhishek Goyal, Archit Rathi, Artha India Ventures, Ashish Sharma, Foundamental, Kunal Sinha, Madhumala Ventures, Manish Kumar, Manvi Chandak, Pankaj Raina, Prashan Agarwal, Rahul Garg, Ravi Garikipati, Redbay Ventures, Sandeep Saboo, Tonmoy Shingal, Varun Alagh",Ashish Sharma,52,65,GPE,
"Abhishek Goyal, Archit Rathi, Artha India Ventures, Ashish Sharma, Foundamental, Kunal Sinha, Madhumala Ventures, Manish Kumar, Manvi Chandak, Pankaj Raina, Prashan Agarwal, Rahul Garg, Ravi Garikipati, Redbay Ventures, Sandeep Saboo, Tonmoy Shingal, Varun Alagh",Madhumala Ventures,94,112,ORG,
"Abhishek Goyal, Archit Rathi, Artha India Ventures, Ashish Sharma, Foundamental, Kunal Sinha, Madhumala Ventures, Manish Kumar, Manvi Chandak, Pankaj Raina, Prashan Agarwal, Rahul Garg, Ravi Garikipati, Redbay Ventures, Sandeep Saboo, Tonmoy Shingal, Varun Alagh",Manish Kumar,114,126,PERSON,
"Abhishek Goyal, Archit Rathi, Artha India Ventures, Ashish Sharma, Foundamental, Kunal Sinha, Madhumala Ventures, Manish Kumar, Manvi Chandak, Pankaj Raina, Prashan Agarwal, Rahul Garg, Ravi Garikipati, Redbay Ventures, Sandeep Saboo, Tonmoy Shingal, Varun Alagh",Manvi Chandak,128,141,ORG,
"Abhishek Goyal, Archit Rathi, Artha India Ventures, Ashish Sharma, Foundamental, Kunal Sinha, Madhumala Ventures, Manish Kumar, Manvi Chandak, Pankaj Raina, Prashan Agarwal, Rahul Garg, Ravi Garikipati, Redbay Ventures, Sandeep Saboo, Tonmoy Shingal, Varun Alagh",Pankaj Raina,143,155,GPE,
"Abhishek Goyal, Archit Rathi, Artha India Ventures, Ashish Sharma, Foundamental, Kunal Sinha, Madhumala Ventures, Manish Kumar, Manvi Chandak, Pankaj Raina, Prashan Agarwal, Rahul Garg, Ravi Garikipati, Redbay Ventures, Sandeep Saboo, Tonmoy Shingal, Varun Alagh",Prashan Agarwal,157,172,ORG,
"Abhishek Goyal, Archit Rathi, Artha India Ventures, Ashish Sharma, Foundamental, Kunal Sinha, Madhumala Ventures, Manish Kumar, Manvi Chandak, Pankaj Raina, Prashan Agarwal, Rahul Garg, Ravi Garikipati, Redbay Ventures, Sandeep Saboo, Tonmoy Shingal, Varun Alagh",Redbay Ventures,203,218,ORG,
"Abhishek Goyal, Archit Rathi, Artha India Ventures, Ashish Sharma, Foundamental, Kunal Sinha, Madhumala Ventures, Manish Kumar, Manvi Chandak, Pankaj Raina, Prashan Agarwal, Rahul Garg, Ravi Garikipati, Redbay Ventures, Sandeep Saboo, Tonmoy Shingal, Varun Alagh",Sandeep Saboo,220,233,ORG,
"Abhishek Goyal, Archit Rathi, Artha India Ventures, Ashish Sharma, Foundamental, Kunal Sinha, Madhumala Ventures, Manish Kumar, Manvi Chandak, Pankaj Raina, Prashan Agarwal, Rahul Garg, Ravi Garikipati, Redbay Ventures, Sandeep Saboo, Tonmoy Shingal, Varun Alagh",Tonmoy Shingal,235,249,PERSON,
"Abhishek Goyal, Archit Rathi, Artha India Ventures, Ashish Sharma, Foundamental, Kunal Sinha, Madhumala Ventures, Manish Kumar, Manvi Chandak, Pankaj Raina, Prashan Agarwal, Rahul Garg, Ravi Garikipati, Redbay Ventures, Sandeep Saboo, Tonmoy Shingal, Varun Alagh",Varun Alagh,251,262,ORG,
"Annika Falkengren, Creandum, LocalGlobe, Timo Soininen",Annika Falkengren,0,17,PERSON,
"Annika Falkengren, Creandum, LocalGlobe, Timo Soininen","Creandum, LocalGlobe",19,39,ORG,
"Annika Falkengren, Creandum, LocalGlobe, Timo Soininen",Timo Soininen,41,54,PERSON,
"Charlesbank Capital Partners, Motive Partners",Charlesbank Capital Partners,0,28,ORG,
"Boost Capital, Connect Ventures, Form Ventures",Boost Capital,0,13,ORG,
"Boost Capital, Connect Ventures, Form Ventures",Connect Ventures,15,31,ORG,
"Boost Capital, Connect Ventures, Form Ventures",Form Ventures,33,46,ORG,
"Access Biotechnology, Cowen Healthcare Investments, Decheng Capital, Marshall Wace, Matrix Capital Management, OrbiMed, Samsara BioCapital, Surveyor Capital, Tybourne Capital Management, venBio Partners, Westlake Village BioPartners",Access Biotechnology,0,20,ORG,
"Access Biotechnology, Cowen Healthcare Investments, Decheng Capital, Marshall Wace, Matrix Capital Management, OrbiMed, Samsara BioCapital, Surveyor Capital, Tybourne Capital Management, venBio Partners, Westlake Village BioPartners",Cowen Healthcare Investments,22,50,ORG,
"Access Biotechnology, Cowen Healthcare Investments, Decheng Capital, Marshall Wace, Matrix Capital Management, OrbiMed, Samsara BioCapital, Surveyor Capital, Tybourne Capital Management, venBio Partners, Westlake Village BioPartners",Decheng Capital,52,67,ORG,
"Access Biotechnology, Cowen Healthcare Investments, Decheng Capital, Marshall Wace, Matrix Capital Management, OrbiMed, Samsara BioCapital, Surveyor Capital, Tybourne Capital Management, venBio Partners, Westlake Village BioPartners",Marshall Wace,69,82,PERSON,
"Access Biotechnology, Cowen Healthcare Investments, Decheng Capital, Marshall Wace, Matrix Capital Management, OrbiMed, Samsara BioCapital, Surveyor Capital, Tybourne Capital Management, venBio Partners, Westlake Village BioPartners",Matrix Capital Management,84,109,ORG,
"Access Biotechnology, Cowen Healthcare Investments, Decheng Capital, Marshall Wace, Matrix Capital Management, OrbiMed, Samsara BioCapital, Surveyor Capital, Tybourne Capital Management, venBio Partners, Westlake Village BioPartners",OrbiMed,111,118,ORG,
"Access Biotechnology, Cowen Healthcare Investments, Decheng Capital, Marshall Wace, Matrix Capital Management, OrbiMed, Samsara BioCapital, Surveyor Capital, Tybourne Capital Management, venBio Partners, Westlake Village BioPartners",Samsara BioCapital,120,138,ORG,
"Access Biotechnology, Cowen Healthcare Investments, Decheng Capital, Marshall Wace, Matrix Capital Management, OrbiMed, Samsara BioCapital, Surveyor Capital, Tybourne Capital Management, venBio Partners, Westlake Village BioPartners",Surveyor Capital,140,156,ORG,
"Access Biotechnology, Cowen Healthcare Investments, Decheng Capital, Marshall Wace, Matrix Capital Management, OrbiMed, Samsara BioCapital, Surveyor Capital, Tybourne Capital Management, venBio Partners, Westlake Village BioPartners",Tybourne Capital Management,158,185,ORG,
"Access Biotechnology, Cowen Healthcare Investments, Decheng Capital, Marshall Wace, Matrix Capital Management, OrbiMed, Samsara BioCapital, Surveyor Capital, Tybourne Capital Management, venBio Partners, Westlake Village BioPartners",Westlake Village BioPartners,204,232,ORG,
"Business Finland, Sparkmind.vc, Tesi",Sparkmind.vc,18,30,GPE,
"Business Finland, Sparkmind.vc, Tesi",Tesi,32,36,GPE,
"Green Park &amp; Golf Ventures, LabCorp",Green Park &amp,0,15,ORG,
"Green Park &amp; Golf Ventures, LabCorp",Golf Ventures,17,30,ORG,
"Green Park &amp; Golf Ventures, LabCorp",LabCorp,32,39,ORG,
"Convent Capital, Horizon 3, PDENH, SHIFT Invest",Convent Capital,0,15,ORG,
"Convent Capital, Horizon 3, PDENH, SHIFT Invest",Horizon 3,17,26,ORG,
"Convent Capital, Horizon 3, PDENH, SHIFT Invest",PDENH,28,33,ORG,
"4impact, Eneco Ventures, Helen Ventures, InnovationQuarter",Eneco Ventures,9,23,ORG,
"4impact, Eneco Ventures, Helen Ventures, InnovationQuarter",Helen Ventures,25,39,ORG,
"Beehive Venture Partners, Corazon Capital, Newfund",Beehive Venture Partners,0,24,ORG,
"Beehive Venture Partners, Corazon Capital, Newfund",Corazon Capital,26,41,ORG,
"Beehive Venture Partners, Corazon Capital, Newfund",Newfund,43,50,ORG,
"Entrée Capital, Founder Collective, Janeiro Energy, Our Innovation Fund, Salesforce Ventures, Scale-Up Ventures",Entrée Capital,0,14,PERSON,
"Entrée Capital, Founder Collective, Janeiro Energy, Our Innovation Fund, Salesforce Ventures, Scale-Up Ventures",Collective,24,34,PERSON,
"Entrée Capital, Founder Collective, Janeiro Energy, Our Innovation Fund, Salesforce Ventures, Scale-Up Ventures",Janeiro Energy,36,50,PERSON,
"Entrée Capital, Founder Collective, Janeiro Energy, Our Innovation Fund, Salesforce Ventures, Scale-Up Ventures",Salesforce Ventures,73,92,ORG,
"8090 Partners, Guinness Ventures, Jane Street Capital, Kairos, Oltre Impact, Robin Klein, Schroders Capital, Squarepoint Capital, Vanderbilt University Office of Investments, Yabeo Capital",Guinness Ventures,15,32,ORG,
"8090 Partners, Guinness Ventures, Jane Street Capital, Kairos, Oltre Impact, Robin Klein, Schroders Capital, Squarepoint Capital, Vanderbilt University Office of Investments, Yabeo Capital",Jane Street Capital,34,53,ORG,
"8090 Partners, Guinness Ventures, Jane Street Capital, Kairos, Oltre Impact, Robin Klein, Schroders Capital, Squarepoint Capital, Vanderbilt University Office of Investments, Yabeo Capital",Kairos,55,61,GPE,
"8090 Partners, Guinness Ventures, Jane Street Capital, Kairos, Oltre Impact, Robin Klein, Schroders Capital, Squarepoint Capital, Vanderbilt University Office of Investments, Yabeo Capital",Oltre Impact,63,75,FAC,
"8090 Partners, Guinness Ventures, Jane Street Capital, Kairos, Oltre Impact, Robin Klein, Schroders Capital, Squarepoint Capital, Vanderbilt University Office of Investments, Yabeo Capital",Robin Klein,77,88,PERSON,
"8090 Partners, Guinness Ventures, Jane Street Capital, Kairos, Oltre Impact, Robin Klein, Schroders Capital, Squarepoint Capital, Vanderbilt University Office of Investments, Yabeo Capital",Schroders Capital,90,107,ORG,
"8090 Partners, Guinness Ventures, Jane Street Capital, Kairos, Oltre Impact, Robin Klein, Schroders Capital, Squarepoint Capital, Vanderbilt University Office of Investments, Yabeo Capital",Squarepoint Capital,109,128,ORG,
"8090 Partners, Guinness Ventures, Jane Street Capital, Kairos, Oltre Impact, Robin Klein, Schroders Capital, Squarepoint Capital, Vanderbilt University Office of Investments, Yabeo Capital",Vanderbilt University Office of Investments,130,173,ORG,
"8090 Partners, Guinness Ventures, Jane Street Capital, Kairos, Oltre Impact, Robin Klein, Schroders Capital, Squarepoint Capital, Vanderbilt University Office of Investments, Yabeo Capital",Yabeo Capital,175,188,ORG,
"3L Capital, Cowboy Ventures, F-Prime Capital, Slack Fund",3L Capital,0,10,ORG,
"3L Capital, Cowboy Ventures, F-Prime Capital, Slack Fund",Cowboy Ventures,12,27,ORG,
"3L Capital, Cowboy Ventures, F-Prime Capital, Slack Fund","F-Prime Capital, Slack Fund",29,56,ORG,
"Lorimer Ventures, Silversmith Capital Partners",Lorimer Ventures,0,16,ORG,
"Lorimer Ventures, Silversmith Capital Partners",Silversmith Capital Partners,18,46,ORG,
"Hopelab, Naomi Allen, SemperVirens Northwell Holdings, The Venture Collective",Naomi Allen,9,20,PERSON,
"Hopelab, Naomi Allen, SemperVirens Northwell Holdings, The Venture Collective",SemperVirens Northwell Holdings,22,53,ORG,
"Hopelab, Naomi Allen, SemperVirens Northwell Holdings, The Venture Collective",The Venture Collective,55,77,ORG,
National Cancer Institute,National Cancer Institute,0,25,ORG,
"Angelini Ventures, ARCH Venture Partners, Cambridge Innovation Capital, EIR Ventures, GU Ventures, GV, HealthCap, Invus, Karolinska, Mubadala Capital Ventures, University of Cambridge Enterprise",Angelini Ventures,0,17,ORG,
"Angelini Ventures, ARCH Venture Partners, Cambridge Innovation Capital, EIR Ventures, GU Ventures, GV, HealthCap, Invus, Karolinska, Mubadala Capital Ventures, University of Cambridge Enterprise",ARCH Venture Partners,19,40,ORG,
"Angelini Ventures, ARCH Venture Partners, Cambridge Innovation Capital, EIR Ventures, GU Ventures, GV, HealthCap, Invus, Karolinska, Mubadala Capital Ventures, University of Cambridge Enterprise",Cambridge Innovation Capital,42,70,ORG,
"Angelini Ventures, ARCH Venture Partners, Cambridge Innovation Capital, EIR Ventures, GU Ventures, GV, HealthCap, Invus, Karolinska, Mubadala Capital Ventures, University of Cambridge Enterprise",Ventures,76,84,ORG,
"Angelini Ventures, ARCH Venture Partners, Cambridge Innovation Capital, EIR Ventures, GU Ventures, GV, HealthCap, Invus, Karolinska, Mubadala Capital Ventures, University of Cambridge Enterprise",GU Ventures,86,97,ORG,
"Angelini Ventures, ARCH Venture Partners, Cambridge Innovation Capital, EIR Ventures, GU Ventures, GV, HealthCap, Invus, Karolinska, Mubadala Capital Ventures, University of Cambridge Enterprise",GV,99,101,ORG,
"Angelini Ventures, ARCH Venture Partners, Cambridge Innovation Capital, EIR Ventures, GU Ventures, GV, HealthCap, Invus, Karolinska, Mubadala Capital Ventures, University of Cambridge Enterprise",HealthCap,103,112,ORG,
"Angelini Ventures, ARCH Venture Partners, Cambridge Innovation Capital, EIR Ventures, GU Ventures, GV, HealthCap, Invus, Karolinska, Mubadala Capital Ventures, University of Cambridge Enterprise",Invus,114,119,ORG,
"Angelini Ventures, ARCH Venture Partners, Cambridge Innovation Capital, EIR Ventures, GU Ventures, GV, HealthCap, Invus, Karolinska, Mubadala Capital Ventures, University of Cambridge Enterprise",Karolinska,121,131,GPE,
"Angelini Ventures, ARCH Venture Partners, Cambridge Innovation Capital, EIR Ventures, GU Ventures, GV, HealthCap, Invus, Karolinska, Mubadala Capital Ventures, University of Cambridge Enterprise",Mubadala Capital Ventures,133,158,ORG,
"Angelini Ventures, ARCH Venture Partners, Cambridge Innovation Capital, EIR Ventures, GU Ventures, GV, HealthCap, Invus, Karolinska, Mubadala Capital Ventures, University of Cambridge Enterprise",University of Cambridge Enterprise,160,194,ORG,
Pfizer Venture Investments,Pfizer Venture Investments,0,26,ORG,
"Amplify Partners, Cerulean Ventures, Collider, Digital Currency Group, Dispersion Capital, Earl Grey Capital, Heroic Ventures, Impatient Ventures, Lemniscap, Lightshift Capital, Liquid 2 Ventures, Node Capital, Token Bay Capital, Tykhe Block Ventures, Zero Knowledge",Amplify Partners,0,16,ORG,
"Amplify Partners, Cerulean Ventures, Collider, Digital Currency Group, Dispersion Capital, Earl Grey Capital, Heroic Ventures, Impatient Ventures, Lemniscap, Lightshift Capital, Liquid 2 Ventures, Node Capital, Token Bay Capital, Tykhe Block Ventures, Zero Knowledge",Cerulean Ventures,18,35,ORG,
"Amplify Partners, Cerulean Ventures, Collider, Digital Currency Group, Dispersion Capital, Earl Grey Capital, Heroic Ventures, Impatient Ventures, Lemniscap, Lightshift Capital, Liquid 2 Ventures, Node Capital, Token Bay Capital, Tykhe Block Ventures, Zero Knowledge",Collider,37,45,ORG,
"Amplify Partners, Cerulean Ventures, Collider, Digital Currency Group, Dispersion Capital, Earl Grey Capital, Heroic Ventures, Impatient Ventures, Lemniscap, Lightshift Capital, Liquid 2 Ventures, Node Capital, Token Bay Capital, Tykhe Block Ventures, Zero Knowledge",Digital Currency Group,47,69,ORG,
"Amplify Partners, Cerulean Ventures, Collider, Digital Currency Group, Dispersion Capital, Earl Grey Capital, Heroic Ventures, Impatient Ventures, Lemniscap, Lightshift Capital, Liquid 2 Ventures, Node Capital, Token Bay Capital, Tykhe Block Ventures, Zero Knowledge",Dispersion Capital,71,89,ORG,
"Amplify Partners, Cerulean Ventures, Collider, Digital Currency Group, Dispersion Capital, Earl Grey Capital, Heroic Ventures, Impatient Ventures, Lemniscap, Lightshift Capital, Liquid 2 Ventures, Node Capital, Token Bay Capital, Tykhe Block Ventures, Zero Knowledge",Earl Grey Capital,91,108,ORG,
"Amplify Partners, Cerulean Ventures, Collider, Digital Currency Group, Dispersion Capital, Earl Grey Capital, Heroic Ventures, Impatient Ventures, Lemniscap, Lightshift Capital, Liquid 2 Ventures, Node Capital, Token Bay Capital, Tykhe Block Ventures, Zero Knowledge",Heroic Ventures,110,125,ORG,
"Amplify Partners, Cerulean Ventures, Collider, Digital Currency Group, Dispersion Capital, Earl Grey Capital, Heroic Ventures, Impatient Ventures, Lemniscap, Lightshift Capital, Liquid 2 Ventures, Node Capital, Token Bay Capital, Tykhe Block Ventures, Zero Knowledge",Impatient Ventures,127,145,ORG,
"Amplify Partners, Cerulean Ventures, Collider, Digital Currency Group, Dispersion Capital, Earl Grey Capital, Heroic Ventures, Impatient Ventures, Lemniscap, Lightshift Capital, Liquid 2 Ventures, Node Capital, Token Bay Capital, Tykhe Block Ventures, Zero Knowledge",Lemniscap,147,156,ORG,
"Amplify Partners, Cerulean Ventures, Collider, Digital Currency Group, Dispersion Capital, Earl Grey Capital, Heroic Ventures, Impatient Ventures, Lemniscap, Lightshift Capital, Liquid 2 Ventures, Node Capital, Token Bay Capital, Tykhe Block Ventures, Zero Knowledge",Lightshift Capital,158,176,ORG,
"Amplify Partners, Cerulean Ventures, Collider, Digital Currency Group, Dispersion Capital, Earl Grey Capital, Heroic Ventures, Impatient Ventures, Lemniscap, Lightshift Capital, Liquid 2 Ventures, Node Capital, Token Bay Capital, Tykhe Block Ventures, Zero Knowledge",Liquid 2 Ventures,178,195,ORG,
"Amplify Partners, Cerulean Ventures, Collider, Digital Currency Group, Dispersion Capital, Earl Grey Capital, Heroic Ventures, Impatient Ventures, Lemniscap, Lightshift Capital, Liquid 2 Ventures, Node Capital, Token Bay Capital, Tykhe Block Ventures, Zero Knowledge",Node Capital,197,209,ORG,
"Amplify Partners, Cerulean Ventures, Collider, Digital Currency Group, Dispersion Capital, Earl Grey Capital, Heroic Ventures, Impatient Ventures, Lemniscap, Lightshift Capital, Liquid 2 Ventures, Node Capital, Token Bay Capital, Tykhe Block Ventures, Zero Knowledge",Token Bay Capital,211,228,ORG,
"Amplify Partners, Cerulean Ventures, Collider, Digital Currency Group, Dispersion Capital, Earl Grey Capital, Heroic Ventures, Impatient Ventures, Lemniscap, Lightshift Capital, Liquid 2 Ventures, Node Capital, Token Bay Capital, Tykhe Block Ventures, Zero Knowledge",Tykhe Block Ventures,230,250,ORG,
"Amplify Partners, Cerulean Ventures, Collider, Digital Currency Group, Dispersion Capital, Earl Grey Capital, Heroic Ventures, Impatient Ventures, Lemniscap, Lightshift Capital, Liquid 2 Ventures, Node Capital, Token Bay Capital, Tykhe Block Ventures, Zero Knowledge",Zero Knowledge,252,266,PERSON,
